Item Number,Item Description,CPT Code,Price
04130,BLADE SURGICAL ALL,,$3.00 
04131,BLOOD ADM SET,,$37.00 
04132,BLOOD SET PUMP,,$53.00 
04133,BREAST BINDERS,,$5.00 
04135,BLOOD WARMERS,,$30.00 
04136,BREAST PUMPS,,$30.00 
04137,BLOOD FILTERS,,$18.00 
04139,CATHETER FOLEY,,$32.00 
04140,CATH FOLEY 30 CC,,$32.00 
04141,XIFAXAN 550MG,,$100.00 
04142,CATH COUDE,,$68.00 
04143,CATH PLUGS,,$4.00 
04145,CATH EXTERNAL ML,,$4.00 
04146,CAST HEEL,,$9.00 
04147,CATH FRENCH ALL,,$25.00 
04149,CONDOM CATH,,$2.00 
04150,CATH SINGLE #12 SU,,$5.00 
04153,12 FR STRAIGHT THORACIC CATHETER,,$19.00 
04154,CHEST TUBE,,$23.00 
04156,COLD PACK,,$12.00 
04157,TRACTION SET UP,,$35.00 
04158,CULTURETTES,,$7.00 
04159,CIRCUMCISION TRAY,,$45.00 
04161,OSTOMY CLAMPS,A4363,$3.00 
04163,OSTOMY BAG,,$3.00 
04168,DEBRIEDEMENT SETUP,,$35.00 
04170,URINARY DRAINAGE BAG,,$18.00 
04171,SPLINT PAD ELBOW,,$88.00 
04174,PRED FORTE OPTHALMALIC SUSPENSION,,$135.00 
04176,TEMP EXTERNAL PACEMAKER,92953,$575.00 
04178,DENTURE CUP,,$3.00 
04185,EAR SYRINGE,,$18.00 
04188,EMESIS BASIN DISP,,$5.00 
04189,ENDOTRACHEAL TUBE,,$22.00 
04192,EYE TRAY,,$25.00 
04193,FLEET ENEMA,,$8.00 
04198,SPLINT FULL HAND,,$58.00 
04200,FRACTURE PAN,,$9.00 
04205,GAUZE 4X4 STERILE,,$7.00 
04207,GLOVES PAIR  STERILE LATEX POWDERED,,$3.00 
04209,GLOVE SINGLE STERILE SMALL,,$4.00 
04210,GOMCO SUCT PER DAY,,$35.00 
04214,HEATING PAD,,$37.00 
04215,HEEL/ELBOW PROTECTOR,,$18.00 
04217,HEMOVAC,,$115.00 
04218,HYFRACTOR,,$18.00 
04219,COLPOCENTESIS PROCECUR,57020,"$1,460.00 "
04220,IV PUMP (TRAVENOL),,$53.00 
04221,TEGADERM TRANSPARENT DRESSING @ LABEL,,$5.00 
04222,DIAL A FLOW,,$15.00 
04223,ICE BAG,,$15.00 
04224,INTUBATION,31500,$575.00 
04226,PRECIPITATION TRAY,,$35.00 
04230,DEELEE SUCTION,,$5.00 
04231,IRRIGATION SYRINGE,,$5.00 
04232,IRRIGATION TRAY,,$8.00 
04235,ISOLATN KIT SETUP,,$63.00 
04237,LUBRICATING JELLY PACK,,$2.00 
04238,KERLEX ROLL,,$8.00 
04241,KLEENEX,,$4.00 
04242,KLING BAND 2,,$5.00 
04243,KLING BAND 3,,$8.00 
04244,KLING BAND 4,,$8.00 
04245,KLING BANDAGE 6,,$7.00 
04247,LOTION,,$4.00 
04248,LUMBAR PUNCTURE TRAY ADULT,,$39.00 
04249,LUMBAR TRAY PEDIA,,$75.00 
04250,LEMON GLYCER SWAB,,$3.00 
04251,BRIEF ADULT XLARGE 57-66,,$29.00 
04253,OB KIT,,$32.00 
04254,MATERNITY PADS,,$8.00 
04257,NU GAUZE IODO FRM,,$18.00 
04258,NU GAUZE PLAIN 1,,$18.00 
04259,RESUSITATION INCL,,$125.00 
04260,PARACENTESIS TRAY,,$213.00 
04262,PED URINE COLLECT,,$3.00 
04263,SKINTEGRITY WOUND CLEANSER,,$14.70 
04264,PEROXIDE BOTTLE,,$4.00 
04268,SHAVE PREP TRAY,,$7.00 
04270,PROCTOSCOPE TRAY,,$35.00 
04271,RAZOR,,$3.00 
04274,IMMOBILIZER/SHOULDER,,$80.00 
04277,RESTRAINTS WRI & ANK,,$20.00 
04278,STOMA POUCH FOR OSTOMY PATIENTS,A4425,$4.00 
04285,TEGADERM,,$4.00 
04286,SKIN STAPLES/EXTR,,$28.00 
04287,TEGADERM/LARGE,,$10.00 
04288,ADD A FOLEY TRAY,,$12.00 
04291,SPLINT ANKLE,,$59.00 
04292,GAUZE 4X4 (2 PK),,$3.00 
04293,SPLINT COCK-UP WR,,$63.00 
04294,SPLINT FOREARM,,$49.00 
04295,SPLINT FOREARM YO,,$49.00 
04296,SPLINT FOREARM CH,,$49.00 
04297,SPLINT TIB/FIB,,$175.00 
04298,SPLINT LEG/HIP,,$212.00 
04299,SPLINT FINGER,,$9.00 
04301,SPLINT FIG 8 CLAV,,$32.00 
04302,ANKLE BRACE/ AIR STIRRUP,,$104.00 
04304,BABY CAP,,$3.00 
04305,ENEMA SALINE,,$8.00 
04306,STERI STRIP 1/2 INCH,,$6.00 
04309,STERILE SPECIMEN CONTAINER,,$2.00 
04310,STOCKINETTE STRL,,$30.00 
04311,STOCKING TED (ANTI),,$35.00 
04312,ARM BOARD FOR IV,,$2.00 
04313,SUCT GUAGE KIT/SET UP,,$50.00 
04314,SUCT CATH CONTROL,,$4.00 
04315,SUCTION CATH 8FR,,$7.00 
04317,SUCTION CATH 14 FR,,$4.00 
04318,SUCTION TUBING,,$17.00 
04321,FEEDING PUMP,,$37.00 
04322,SUCTION DAILY,,$37.00 
04323,ABDOMINAL PAD 8 X 10,,$4.00 
04324,SUTURE REMOVAL SET,,$7.00 
04325,SUTURE TRAY ER,,$62.00 
04326,SWABS  LEMON GYLCERINE,,$4.00 
04328,SYRINGE 10CC,,$3.00 
04329,SYRINGE 20CC,,$4.00 
04330,SYR 60CC LL,,$5.00 
04331,BULB SYRINGE,,$4.00 
04333,MESH PANTIES,,$3.00 
04334,TELFA 3X4,,$4.00 
04335,THERMOMETER KIT,,$4.00 
04336,THORACENTESIS NEEDLE ASPIRATION,,$228.00 
04337,THORACENTESIS WO IMAGING,32554,"$1,269.00 "
04344,TUBES FEEDING,,$4.00 
04345,SALEM SUMP STOMAC TUBE,,$14.00 
04349,URINAL DISPOSABLE,,$5.00 
04350,KNEE SUPPORT SMALL,,$96.00 
04351,LEG BAG,,$18.00 
04352,URINE COLLECT PED,,$4.00 
04353,URINE STRAINER,,$4.00 
04355,URINEMETER,,$38.00 
04356,VAGINAL IRRIGATOR,,$8.00 
04357,VAGINAL PACKING,,$9.00 
04359,VASELINE TUBE,,$5.00 
04360,PETROLATUM DRESSING 3X9,,$9.00 
04361,XEROFORM PETROLATUM DRESSING 5X9,,$25.00 
04365,EGGCRATE MATTRESS,,$33.00 
04366,LACERATION TRAY,,$40.00 
04367,CATH STRAP,,$11.00 
04369,ANKLE STIRRUP/GEAR,,$78.00 
04370,EPISTAXIS PACKING,,$13.00 
04371,FEMALE CATH KIT,C1729,$7.00 
04372,SUTURE TRAY/LARGE,,$87.00 
04373,AMBU BAGS/ADULT,,$23.00 
04374,SPLINT FULL ARM,,$44.00 
04375,CAST SHORT HAND,,$27.00 
04376,CAST SHORT ARM,,$48.00 
04377,CAST BODY,,$105.00 
04378,IMMOBILIZER/KNEE,,$120.00 
04379,CAST LONG LEG,,$80.00 
04380,CAST SHORT LEG,,$44.00 
04382,CAST LONG ARM,,$67.00 
04383,AMBU BAGS/PED,,$21.00 
04384,LINEN SAVER/EA,,$3.00 
04385,CAST REMV/ADJ,,$18.00 
04387,CLAVICAL STRAPS,,$32.00 
04389,RIB BELT,,$44.00 
04390,SPLINT FINGER ALUM,,$5.00 
04391,SPLINT WRIST,,$43.00 
04393,EYE PAD,,$5.00 
04394,PELVIC EXAM,,$22.00 
04395,KNIFE BLADE,,$3.00 
04400,EAR TRAY,,$25.00 
04401,EYE TRAY,,$25.00 
04404,CAST BOOT,,$32.00 
04405,NOSE TRAY,,$25.00 
04406,SURGICAL CLIPPER BLADE,,$10.00 
04444,SPINAL NEEDLE,,$9.00 
04445,ABBOCATH,,$15.00 
04446,COMBINED SPINAL/EPIDURAL TRAY,,$150.00 
04447,SOD CHL 0.9%-20MEQ KCL/1000ML,,$35.00 
04484,BRIEFS ADULT LG 48-58,,$3.00 
04487,LIP BALM,,$2.00 
04550,EAR WICK,,$9.00 
04689,COLLAR/ CERVICAL,,$31.00 
04690,INVASIVE MONITOR,,$70.00 
04692,BONE MARROW ASPIRATION,38220,$750.00 
04693,AMB NURSE CHG,,$175.00 
04694,GAUZE 4X4 (1 CAN),,$53.00 
04695,GAUZE 4X4 (1/2 CAN),,$27.00 
04697,FLATUS BAG,,$8.00 
04698,EVAC O KIT,,$19.00 
04709,LEG PLATE,,$25.00 
04712,UMBILICAL TRAY,,$39.00 
04713,UMBIBICAL CATH SZ 5,,$105.00 
04714,NON STRESS TEST,59020,$338.00 
04715,FETAL SCAL ELEC/SPIRAL,,$38.00 
04719,INTRA CATH,,$15.00 
04721,IUP SENSOR-LIP,,$115.00 
04723,FEEDING BAG W PRE-ATTACHED PUMP SET,,$14.00 
04724,FLEXIFLO,,$10.00 
04725,SIGMOIDOSCOPY,45330,"$1,335.00 "
04726,GASTROSCOPE,,"$1,667.00 "
04727,SURG PARACENTESIS WO IMAGING GUIDANCE,49082,"$1,269.00 "
04728,INSTANT HOT PACK,,$9.00 
04729,PITOCIN DRIP DAILY,,$210.00 
04730,ID AND FOOTPRINT,,$29.00 
04731,BREAST MARKER,,$88.00 
04732,CIRCUMCISION<28 DAYS OF AGE,54160,$776.00 
04733,CIRCUMCISION>28 DAYS OF AGE,54161,$891.00 
04734,INSTANT HOT PACK DELUXE,,$3.00 
04735,THERAHONEY SHEET DRESSING 4 X 5,,$20.00 
04736,OB BELT,,$10.00 
04737,ARM BOARD FOR IV LG,,$2.00 
04756,UMBIBICAL CATH SZ 8,,$51.00 
04779,BABY WIPE,,$17.00 
04780,SPLINT WRIST LEATHER,,$74.00 
04781,TRIPLE DYE,,$10.00 
04782,PACIFIER,,$5.00 
04785,LUBRICATING JELLY/TUBE,,$5.00 
04786,SHOWER CAP,,$4.00 
04787,XEROFORM PETROLATUM DRESSING 1X8,,$8.00 
04788,UNNA-FLEX ELASTIC UNNA BOOT,,$37.00 
04789,BREAST SHIELDS,,$13.00 
04799,NOZE STOP,,$13.00 
04801,RHINO ROCKET NASAL PACK MEDIUM,,$74.00 
04802,RHINO ROCKET NASAL PACK LARGE,,$84.00 
04803,ORAL SWABS DISPOSABLE,,$2.00 
04804,BONE MARROW NEEDLE  PED INTRAOSSEOUS,,$90.00 
04805,CHLORA PREP SWABS,,$4.00 
04806,BIOPATCH 1 INCH,,$29.00 
04807,TEGADERM IV ADVANCE  2 X 2,,$4.00 
04808,TEGADERM IV ADVANCE 3 X 4,,$8.00 
04809,SUCTION CANNISTER,,$12.00 
04810,BLADDER CONTROL PAD,,$2.00 
04812,ULTRASOUND PROBE COVER STERILE,,$23.00 
04813,AQUASONIC US GEL PACKS,,$5.00 
04814,DRESSING CHANGE TRAY MSDC 5050,,$18.00 
04815,OSTOMY RING BARRIER,A4407,$8.00 
04816,HIP OR KNEE EQUIPMENT SET W REACHER,,$66.00 
04818,STERI STRIP1/4 INCH,,$6.00 
04819,DRESSING TRAY W CHLORA PREP,,$11.00 
04820,SURE PREP NO STING WIPE,,$3.00 
04879,MASTISOL LIQUID ADH,,$8.00 
04888,UMBIBICAL CATH 8.0,,$55.00 
04896,CAST/AIR,,$77.00 
04897,LIQUID ADHESIVE,,$8.70 
04998,STAPLE REMOVER,,$28.00 
04999,EXUDERM ULTRA MSC 5300,,$24.45 
05000,EXUDERM ODORSHIELD HYDROCOLLOID 2X2,,$4.00 
05001,IMOBILIZER/KNEE(LONG),,$198.00 
05007,HEEL WARMER,,$4.00 
05008,URETHRAL CATH TRAY,C1729,$10.00 
05009,KNEE/ELASTIC SUPPORT,,$17.00 
05011,WRIST RESTRAINTS/SET,,$20.00 
05012,BREAST PADS PK,,$6.00 
05013,TRACHEOTOMY CARE KIT,,$7.00 
05014,BASIN/ NON STERILE,,$4.00 
05016,NG TUBE/INFANT,,$9.00 
05017,PCA PUMP,,$53.00 
05018,PCA PUMP SET,,$20.00 
05019,FLEET PREP KIT,,$10.00 
05020,NEWBORN REPEAT HEARING SCREENING,92587,$215.00 
05101,COLLAR/ TURTLENECK SAFETY,,$77.00 
05323,Infliximab Concentration and Anti-Inflix,80299,"$1,020.00 "
05330,COMPRESSION SLEEVE MED,A6535,$180.00 
05332,POVIDONE-IODINE SWABSTICKS,,$2.00 
05444,EXUDERM ODORSHIELD HYDROCOLLOID 4X4,,$10.00 
05480,COMPRESSION SLEEVE LARGE,A6535,$180.00 
05555,BREAST LOCALIZATION NEEDLE,,$43.00 
05824,TEGADERM WITH PAD,,$14.00 
05825,CALZIME SKIN PROTECTANT PASTE,,$12.00 
05826,DIMETHICONE SKIN PROTECTANT,,$12.00 
06002,EPIDURAL,,$578.00 
06003,EPIDURAL TRAY,,$120.00 
06004,THERMAL BLANKET,,$88.00 
06005,ETCO2 MONITOR,,$73.00 
06006,EPIDURAL BLOOD PATCH,62273,$868.00 
06007,ETOMIDATE 40MG/20ML,,$25.00 
06010,ETHRANE,,$88.00 
06011,ORAL AIRWAY,,$7.00 
06012,SUCCINYLCHOLINE 200MG/10ML(ANECTINE,,$50.00 
06013,LUMBAR PUNCTURE TRAY,,$50.00 
06014,EPI TRANSFORAMINAL LUM/SAC SINGLE LEVEL,64483,"$1,706.00 "
06015,EPIDURAL ADM SPIKE,,$4.00 
06016,NASAL AIRWAY,,$21.00 
06017,LMA,,$39.00 
06018,DISPO ANES CIRC & A,,$33.00 
06020,SPINAL EPIDURAL SET,,$65.00 
06021,ANES INSRT IO NDL BONE CAVITY,36680,$133.00 
06022,INTERCOSTAL BLOCK,64420,$363.00 
06023,GASES PER CASE,,$73.00 
06025,CALL BACK,,$132.00 
06027,KETAMINE 500MG/10ML VIAL,,$50.00 
06028,LTA KIT,,$10.00 
06029,EMLA,,$32.00 
06030,IO NEEDLE (IMPLANTABLE ACCESS CATH),A4300,$133.00 
06033,PNEUMATIC CUFF,,$27.00 
06040,SEVOFLURANE,,$113.00 
06043,TEMP A STRIP,,$9.00 
06044,BLOOD PUMP SET,,$53.00 
06046,PONTOCAINE 1%,,$9.00 
06047,TUBOCURANE CC,,$44.00 
06048,ENDOTRACHEAL TUBE,,$19.00 
06049,SALEM SUMP NG TUBE,,$9.00 
06054,LACRI-LUBE EYE OINT,,$10.00 
06055,ESOPHAGEAL RECTAL PR,,$23.00 
06056,SUCTION CATH,,$8.00 
06057,YANKAUER OR TONSIL SUC,,$14.00 
06058,MARCAINE 0.5 %,,$5.00 
06059,LIDOCAINE 1% MDV(XYLOCAINE),,$3.00 
06061,STOPCOCKS WITH EXTENSION TUBE,,$5.00 
06062,PHYSOSTIAMINE AMP (ANTILIRIUM),,$40.00 
06063,XARELTO 15MG TAB,,$35.00 
06064,FENTANYLL 25MCG/HR TD PATCH(DURAGESIC),J3010,$20.00 
06065,PALL HME,,$12.00 
06066,FACE MASK,,$23.00 
06067,ZEMURON 50MG/5ML(ROCURONIUM),,$15.00 
06069,TRANSDERM-SCOP 1.5MG/72HR,,$25.00 
06073,MARCAINE SPINAL,,$10.00 
06080,MIVACRON,,$67.00 
06081,PCA SET UP,,$125.00 
06082,PCA DAILY MGMT,,$63.00 
06083,BLANKET/ADULT/BAIR HUGGER,,$42.00 
06084,BLANKET/PACU/BAIR HUGGER,,$25.00 
06085,FLUID WARMER SET RANGER MODEL 24200,,$47.00 
06086,PAVULON VIAL,,$6.00 
06087,EPIDURAL LUMBAR FACET 2ND,64494,$517.00 
06088,MIDAZOLAM HCL 10 MG/2 ML VIAL,,$5.00 
06089,EPIDURAL LUMBAR FACET 3RD /ADDL,64495,$517.00 
06090,ENDOTRACHEAL TUBE HOLDER,,$19.00 
06091,CO2 DETECTOR,,$37.00 
06092,NAROPIN OR ROPIVACAINE 2%,,$17.00 
06093,NAROPIN OR ROPIVACAINE 5%,,$25.00 
06094,NAROPIN OR ROPIVACAINE 2% INFUSION,,$51.00 
06095,EPIDURAL INJ SACROILIAC,,"$1,422.00 "
06096,AMIODARONE 150MG/3ML INJ(CORDARONE),J1260,$10.00 
06098,PULSE OXIMETRY,,$73.00 
06100,SKULL SERIES,70260TC,$268.00 
06101,SINUSES/ LIMITED 1 VIEW,70210TC,$161.00 
06102,FACIAL BONES,70150TC,$161.00 
06103,SINUS SERIES,70220TC,$161.00 
06104,XRAY EXAM JAW COMPLETE,70110TC,$161.00 
06105,CHEST 2+ VIEWS,71046TC,$161.00 
06106,CHEST PA (PORTABLE),71045TC,$161.00 
06107,FOOT LEFT MIN 3-VIEWS,73630TCLT,$161.00 
06108,TOES LEFT,73660TC,$161.00 
06109,RIBS UNILAT-RT W/PA CHEST,71101TCRT,$161.00 
06110,RIBS UNILATERAL-LEFT,71101TC,$161.00 
06111,CERVICAL SPINE <3V,72040TC,$161.00 
06112,D/T SPINE AP/LAT/SWIMMERS,72072TC,$161.00 
06113,LUMBAR SPINE 4V MIN,72110TC,$268.00 
06114,LUMBAR SPINE 2-3V,72100TC,$161.00 
06115,CLAVICLE RIGHT,73000TCRT,$161.00 
06116,MM MAMMOGRA/UNILAT RIGHT,77065TCRT,$129.00 
06117,MM DIAGNOSTIC MAMMOGRA/BILATER,77066TC,$165.00 
06118,SHOULDER RIGHT 2 OR MORE VIEWS,73030TCRT,$161.00 
06119,AC JOINTS BILATERAL,73050TC,$161.00 
06120,KUB,74018TC,$161.00 
06121,ABD SERIES FLAT & ERECT,74019TC,$161.00 
06122,PELVIMETRY,74710TC,$268.00 
06123,IVP ROUTINE,74400TC,$626.00 
06124,BARIUM ENEMA,74270TC,$316.00 
06125,GI DBLE CONTRAST W/O KUB,74246TC,$316.00 
06126,ANKLE LEFT-MIN 3 VIEWS,73610LTTC,$161.00 
06127,SMALL BOWEL SERIES,74250TC,$316.00 
06128,TIB-FIB LEFT LOWER LEG,73590TCLT,$161.00 
06129,BARIUM SWALLOW,74220TC,$316.00 
06130,GALLBLADDER SERIES,74290TC,$316.00 
06131,BARIUM ENEMA WITH AIR,74280TC,$514.00 
06132,CHOLANGIOGRAM  T-TUBE,74305TC,$132.00 
06133,CHOLANGIOGRAM OR  1ST SET FILMS,74300TC,$301.00 
06134,HYSTEROSALPINGIOGRAM,74740TC,$718.00 
06135,KNEE LEFT 3 VIEWS,73562LTTC,$161.00 
06136,IVP HYPERTENSIVE,,$250.00 
06137,CHEST WITH OBLIQUES,71022TC,$161.00 
06138,CYSTOGRAM,74430TC,$626.00 
06139,RETROGRADE PYELOGRAM,74420TC,$626.00 
06140,FEMUR LEFT 1 VIEW ONLY,73551TCLT,$161.00 
06141,NASAL BONES,70160TC,$161.00 
06142,HIP LEFT  2-3V,73502TCLT,$255.00 
06143,ORBITS RIGHT,70200RTTC,$161.00 
06144,XRAY EXAM MASTOIDS,70130TC,$161.00 
06145,FINGERS LEFT,73140TC,$161.00 
06146,STERNUM,71120TC,$161.00 
06147,PELVIS (AP ONLY),72170TC,$161.00 
06148,HIP XRAY RIGHT 2-3V,73502TCRT,$255.00 
06149,SACROILIAC JOINTS (AP & BOTH OBL),72202TC,$161.00 
06150,SACRUM & COCCYX,72220TC,$161.00 
06151,HUMERUS RIGHT,73060TCRT,$161.00 
06152,ELBOW RIGHT 3 VIEWS,73080TCRT,$161.00 
06153,FOREARM LEFT 2V,73090TCLT,$161.00 
06154,FOREARM RIGHT 2V,73090TCRT,$161.00 
06155,WRIST RIGHT MIN 3 VIEWS,73110TCRT,$161.00 
06156,WRIST RIGHT 2 VIEWS,73100TCRT,$161.00 
06157,HAND RIGHT 3V,73130RTTC,$161.00 
06158,HAND LEFT 3V,73130LTTC,$161.00 
06159,FINGERS RIGHT,73140TCRT,$161.00 
06160,FEMUR RIGHT 1 VIEW ONLY,73551TCRT,$161.00 
06161,KNEE RIGHT 3 VIEWS,73562RTTC,$161.00 
06162,KNEE RIGHT 2 VIEWS,73560TCRT,$161.00 
06163,TIB-FIB RIGHT LOWER LEG,73590TCRT,$161.00 
06164,ANKLE RIGHT-MIN 3 VIEWS,73610TCRT,$161.00 
06165,WRIST LEFT MIN 3 VIEWS,73110TCLT,$161.00 
06166,SCAPULA LEFT,73010TCLT,$161.00 
06167,FOOT RIGHT -MIN 3 VIEWS,73630RTTC,$161.00 
06168,OS CALCIS RIGHT HEEL,73650TCRT,$161.00 
06169,TOES RIGHT,73660TC,$161.00 
06172,METASTIC SURVEY,77074TC,$268.00 
06173,ELBOW LEFT 3 VIEWS,73080TCLT,$161.00 
06174,HUMERUS LEFT,73060TCLT,$161.00 
06175,SHOULDER LEFT 2 VIEWS,73030TCLT,$161.00 
06176,PORTBL XRAY CHRG,71010,$40.00 
06177,GLUCAGON,,$68.00 
06179,US DOPPLER ART CEREBRO COMPLETE BILATERA,93880TC,$551.00 
06180,SOFT TISSUE NECK,70360TC,$161.00 
06181,E Z EM BIO GUN,,$112.00 
06182,CT LOWER EXT WO RIGHT,73700TCRT,"$1,497.00 "
06184,BIOPSY SYSTEM/CP ULTRA CUT,,$198.00 
06185,CLAVICLE LEFT,73000TCLT,$161.00 
06186,BREAST SURGICAL SPECIMEN,76098TC,$59.00 
06187,LUMBAR EXT AND FLX MIN 6 VIEWS,72114TC,$268.00 
06189,AC JOINTS LEFT,73050TC,$161.00 
06190,ANKLE LEFT 2 VIEWS,73600TC,$127.00 
06191,ELBOW LEFT 2 VIEWS,73070TCLT,$161.00 
06192,STAT FEE,,$19.00 
06193,EXT/LOWER LEFT INFANT MIN 2 VIEWS,73592TCLT,$161.00 
06194,FOOT LEFT 2 VIEWS,73620TCLT,$161.00 
06195,EXT/UPPER INFANT ENTIRE LEFT MIN 2 V,73092TCLT,$161.00 
06196,HAND LEFT 2 VIEWS,73120TCLT,$161.00 
06197,HIPS BILAT - INFANT OR CHILD,73540TC,$161.00 
06198,CONTRAST INJECTION 50ML,,$329.00 
06199,FILM COPY CHARGE,,$3.00 
06200,KNEE LEFT 2 VIEWS,73560TCLT,$161.00 
06201,MM MAMMOGRA/UNILAT LEFT,77065TCLT,$129.00 
06202,XRAY EXAM FACIAL BONES<3 VIEWS,70140TC,$161.00 
06203,XRAY EXAM JAW PARTIAL:<4 VIEWS,70100TC,$161.00 
06204,MRI LOWR JOINT LEFT W/O CONTRAST,73721TCLT,"$2,560.00 "
06205,MRI LOWER EXT LEFT W W/O CONTRAST,73720TCLT,"$3,565.00 "
06206,CT UPPER EXT W/CONTRAST,73201TC,"$2,286.00 "
06207,MRI LOW EX LFT NON JOINT W/O CONTRAST,73718TCLT,"$2,560.00 "
06208,MRI UPPER EXT JOINT LEFT W/WO CONTRAST,73223TCLT,"$3,565.00 "
06209,MRI UPPER EXT JOINT LEFT W/ CONTRAST,73222TCLT,"$3,565.00 "
06210,MRI UPPER EXT JOINT LEFT W/O CONTRAST,73221TCLT,"$2,560.00 "
06211,MRI UPPER EXT LEFT W/WO CONTRAST,73220TCLT,"$3,565.00 "
06212,CT LOWER EXT W CONT RIGHT,73701TCRT,"$2,286.00 "
06213,MRI UPPER EXT LEFT W/O CONTRAST,73218TCLT,"$2,727.00 "
06214,ORBITS LEFT,70200TCLT,$161.00 
06215,OS CALCIS LEFT HEEL,73650TCLT,$161.00 
06216,RIBS UNILATERAL LEFT,71100TC,$161.00 
06217,RIBS/UNILAT LEFT W PA CHEST,71101TCLT,$161.00 
06218,SHOULDER LEFT 1 VIEW,73020TCLT,$161.00 
06219,WRIST LEFT 2 VIEWS,73100TC,$161.00 
06220,MM MAMMO SCREEN BILAT,G0202TC,$135.00 
06221,MM MAMMOGRAM/BIL/COUPON,77066TC,$165.00 
06222,ONDANSETRON 4MG/2ML VIAL(ZOFRAN),J2405,$20.00 
06223,INTRATHECAL TRAY,,$42.00 
06224,"XRAY EXAM THROAT (PHARYNX,CER ESOPHOGUS)",74210TC,$316.00 
06225,MAMMO GUIDANCE BREAST BIOPSY,19281TC,$263.00 
06226,CALL BACK,,$32.00 
06227,ADDITIONAL FILM CHRG,,$27.00 
06228,CYSTOGRAM VOIDING,74455TC,$626.00 
06229,CHOLANGIOGRAM,,$329.00 
06230,SPINE SINGLE VIEW,72020TC,$161.00 
06231,CHEST PA ( NOT PORTABLE),71010TC,$161.00 
06232,CERVICAL SPINE W/OBLIQUES  5 VIEWS,72050TC,$298.00 
06233,VENOGRAM,75822TC,$355.00 
06234,SCOLIOSIS SERIES,72083TC,$268.00 
06235,CT HEAD W/O CONTRAST,70450TC,"$2,197.00 "
06236,CT HEAD WITH & WITHOUT CONTRAST,70470TC,"$3,286.00 "
06237,CT CHEST W/O CONTRAST,71250TC,"$1,497.00 "
06238,CT CHEST W & W/O CONTRAST,71270TC,"$2,286.00 "
06239,CT CERVICAL SPINE W/O CONTRAST,72125TC,"$1,497.00 "
06240,CT THORACIC SPINE W/O CONTRAST,72128TC,"$1,497.00 "
06241,CT LUMBAR SPINE W/O CONTRAST,72131TC,"$1,497.00 "
06242,CT ABDOMEN W/O CONTRAST,74150TC,"$1,497.00 "
06243,CT ABD W AND WO,74170TC,"$2,286.00 "
06244,CT ABD W/WO AND PELVIS W CONTRAST,74178TC,"$2,286.00 "
06245,CT PELVIS W/O CONTRAST,72192TC,"$1,497.00 "
06246,CT PELVIS W & W/O CONTRAST,72194TC,"$2,286.00 "
06247,CONTRAST INJECTION  150ML,,$460.00 
06248,MRI THORACIC W/ CONTRAST,72147TC,"$3,565.00 "
06249,CT SINUS OR MAXILLO FACIAL AREA W/O CON,70486TC,"$2,197.00 "
06250,CT ORBIT/SELLA/IAC/POST FOSSA,70480TC,"$2,197.00 "
06251,CT HEAD WITH CONTRAST,70460TC,"$2,286.00 "
06252,CT SOFT TISSUE/NECK/THYROID WITH CONTRAS,70491TC,"$2,286.00 "
06253,CT PELVIS WITH CONTRAST,72193TC,"$2,286.00 "
06254,CT ABD W CONTRAST,74160TC,"$1,497.00 "
06255,CT CHEST WITH CONTRAST,71260TC,"$2,286.00 "
06256,DEUTSCH GASTROSTOMY CATHETER,,$247.00 
06257,NEEDLE/PERCUTANEOUS ENTRY,,$9.00 
06258,WIRE GUIDE/TFE COATED COONS INTERVENTION,,$75.00 
06259,ULTRA-CUT BIOPSY GUN,,$138.00 
06260,NEEDLE/HAWKINS BLUNT,,$72.00 
06261,MRI CERVICAL W & W/O CONTRAST,72156TC,"$3,565.00 "
06262,MRI LUMBAR W/ CONTRAST,72149TC,"$3,565.00 "
06263,MRI LUMBAR W & W/O CONTRAST,72158TC,"$3,565.00 "
06264,MRI UPP EXT JOINT RIGHT W CONTRAST,73222TCRT,"$3,565.00 "
06265,MRI UPPER EXT JOINT RIGHT W/WO CONTRAST,73223TCRT,"$3,565.00 "
06266,MRI CHEST W/O CONTRAST,71550TC,"$2,560.00 "
06267,MRI LWR EXT JOINT RIGHT W & W/O CONTRAST,73723TCRT,"$3,565.00 "
06268,MRI UPPER EXT JOINT RIGHT W/ CONTRAST,73222TCRT,"$3,565.00 "
06269,MRI UPPER EXT RIGHT W/O CONTRAST,73218TCRT,"$2,560.00 "
06270,MRI LOWER EXT RIGHT W/WO CONTRAST,73220TCRT,"$2,560.00 "
06271,MRI LOWER EXT W/CONTRAST,73719TC,"$3,565.00 "
06272,MRI LOW EX RT NON JOINT W/O CONTRAST,73718TCRT,"$2,560.00 "
06273,MRI LOWER EXT RIGHT W W/O CONTRAST,73720TCRT,"$3,565.00 "
06274,MRA BRAIN WITHOUT CONTRAST,70544TC,"$2,560.00 "
06275,MRA BRAIN WITH CONTRAST,70545TC,"$3,565.00 "
06276,MRA BRAIN WITH / WO CONTRAST,70546TC,"$3,565.00 "
06277,MRI ABDOMEN W/O CONTRAST,74181TC,"$2,560.00 "
06278,MRI ABDOMEN W & W/O CONTRAST,74183TC,"$3,565.00 "
06279,MRA NECK WITHOUT CONTRAST,70547TC,"$2,560.00 "
06280,MRI PELVIS,72195TC,"$2,560.00 "
