SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO ,Cigna PPO,COMM VIVA Health PPO ,COMM Multiplan PPO ,COMM Humana PPO,Humana MCR ,UHC MCR ,BCBSAL MCR ,Cigna Healthspring MCR ,VIVA Health MCR,Aetna/Coventry MCR 
1210222,FONDAPARIN 0.5MG INJ,J1652,87.5,2/6/2022,18.375,30.625,446.25,39.1125,5.425,4.8125,39.1125,14.35,26.425,23.275,9.1875,7.9625,4.4625,5.075,4.9875,446.25,4.6375,5.1625
2850051,S-REVS OPN-PRQ TIB-P,SURG,81708.47,2/6/2022,17158.7787,28597.9645,416713.197,36523.68609,5065.92514,4493.96585,36523.68609,13400.18908,24675.95794,21734.45302,8579.38935,7435.47077,4167.13197,4739.09126,4657.38279,416713.197,4330.54891,4820.79973
2852805,IC-PRQ STNT W-ANG EA,92929,73555.87,2/6/2022,15446.7327,25744.5545,375134.937,32879.47389,4560.46394,4045.57285,32879.47389,12063.16268,22213.87274,19565.86142,7723.36635,6693.58417,3751.34937,4266.24046,4192.68459,375134.937,3898.46111,4339.79633
1212217,INSULIN 1 UNT INJ,,1.6,2/6/2022,0.336,0.56,8.16,0.7152,0.0992,0.088,0.7152,0.2624,0.4832,0.4256,0.168,0.1456,0.0816,0.0928,0.0912,8.16,0.0848,0.0944
1214547,EMTRI200-TENO25MG TB,,256,2/6/2022,53.76,89.6,1305.6,114.432,15.872,14.08,114.432,41.984,77.312,68.096,26.88,23.296,13.056,14.848,14.592,1305.6,13.568,15.104
2850043,CC-INJ L VENT-ATRIAL,93565,31461.96,2/6/2022,6607.0116,11011.686,160455.996,14063.49612,1950.64152,1730.4078,14063.49612,5159.76144,9501.51192,8368.88136,3303.5058,2863.03836,1604.55996,1824.79368,1793.33172,160455.996,1667.48388,1856.25564
1670352,MR-LW JOINT WO,73721,10537.46,2/6/2022,2212.8666,3688.111,53741.046,4710.24462,653.32252,579.5603,4710.24462,1728.14344,3182.31292,2802.96436,1106.4333,958.90886,537.41046,611.17268,600.63522,53741.046,558.48538,621.71014
1825041,GAIT TRNNG-15MIN PTA,97116,244.35,2/6/2022,51.3135,85.5225,1246.185,109.22445,15.1497,13.43925,109.22445,40.0734,73.7937,64.9971,25.65675,22.23585,12.46185,14.1723,13.92795,1246.185,12.95055,14.41665
1825021,ROM WR EA EXTRNK PTA,95851,292.13,2/6/2022,61.3473,102.2455,1489.863,130.58211,18.11206,16.06715,130.58211,47.90932,88.22326,77.70658,30.67365,26.58383,14.89863,16.94354,16.65141,1489.863,15.48289,17.23567
1210596,ETRAVIRINE 100MG TAB,,37.5,2/6/2022,7.875,13.125,191.25,16.7625,2.325,2.0625,16.7625,6.15,11.325,9.975,3.9375,3.4125,1.9125,2.175,2.1375,191.25,1.9875,2.2125
2850035,NITRIC OXID PER HOUR,,610.33,2/6/2022,128.1693,213.6155,3112.683,272.81751,37.84046,33.56815,272.81751,100.09412,184.31966,162.34778,64.08465,55.54003,31.12683,35.39914,34.78881,3112.683,32.34749,36.00947
1321161,MICRODISSECTION MANU,88381,451.78,2/6/2022,94.8738,158.123,2304.078,201.94566,28.01036,24.8479,201.94566,74.09192,136.43756,120.17348,47.4369,41.11198,23.04078,26.20324,25.75146,2304.078,23.94434,26.65502
1670448,US-HEAD NECK SFT TIS,76536,2930.57,2/6/2022,615.4197,1025.6995,14945.907,1309.96479,181.69534,161.18135,1309.96479,480.61348,885.03214,779.53162,307.70985,266.68187,149.45907,169.97306,167.04249,14945.907,155.32021,172.90363
1814902,PT EVAL- HGH CMP PT,97163,738.48,2/6/2022,155.0808,258.468,3766.248,330.10056,45.78576,40.6164,330.10056,121.11072,223.02096,196.43568,77.5404,67.20168,37.66248,42.83184,42.09336,3766.248,39.13944,43.57032
1414606,GRAFT VASCULAR 7,C1768,7699.31,2/6/2022,1616.8551,2694.7585,39266.481,3441.59157,477.35722,423.46205,3441.59157,1262.68684,2325.19162,2048.01646,808.42755,700.63721,392.66481,446.55998,438.86067,39266.481,408.06343,454.25929
1314690,HERPES SIMP TYPE 2,86696,142.81,2/6/2022,29.9901,49.9835,728.331,63.83607,8.85422,7.85455,63.83607,23.42084,43.12862,37.98746,14.99505,12.99571,7.28331,8.28298,8.14017,728.331,7.56893,8.42579
1218171,PHENYTOIN 50MG CHWTB,,4.3,2/6/2022,0.903,1.505,21.93,1.9221,0.2666,0.2365,1.9221,0.7052,1.2986,1.1438,0.4515,0.3913,0.2193,0.2494,0.2451,21.93,0.2279,0.2537
1218724,ORPHENADR 100MG SRTB,,4.3,2/6/2022,0.903,1.505,21.93,1.9221,0.2666,0.2365,1.9221,0.7052,1.2986,1.1438,0.4515,0.3913,0.2193,0.2494,0.2451,21.93,0.2279,0.2537
1214786,SIMETH 20MG/.3ML .3M,,2.5,2/6/2022,0.525,0.875,12.75,1.1175,0.155,0.1375,1.1175,0.41,0.755,0.665,0.2625,0.2275,0.1275,0.145,0.1425,12.75,0.1325,0.1475
1217849,OLANZAPINE 10MG TAB,,101.5,2/6/2022,21.315,35.525,517.65,45.3705,6.293,5.5825,45.3705,16.646,30.653,26.999,10.6575,9.2365,5.1765,5.887,5.7855,517.65,5.3795,5.9885
1219236,CLOT1-BETAM.05%LOT30,,789,2/6/2022,165.69,276.15,4023.9,352.683,48.918,43.395,352.683,129.396,238.278,209.874,82.845,71.799,40.239,45.762,44.973,4023.9,41.817,46.551
1314860,"FUNGI IDENTIF, MOLD",87107,105.89,2/6/2022,22.2369,37.0615,540.039,47.33283,6.56518,5.82395,47.33283,17.36596,31.97878,28.16674,11.11845,9.63599,5.40039,6.14162,6.03573,540.039,5.61217,6.24751
1417076,VENA CAVA FILTER 2,C1880,7080.94,2/6/2022,1486.9974,2478.329,36112.794,3165.18018,439.01828,389.4517,3165.18018,1161.27416,2138.44388,1883.53004,743.4987,644.36554,361.12794,410.69452,403.61358,36112.794,375.28982,417.77546
2811517,S-THORACIC 1ST ORDER,36215,5434.89,2/6/2022,1141.3269,1902.2115,27717.939,2429.39583,336.96318,298.91895,2429.39583,891.32196,1641.33678,1445.68074,570.66345,494.57499,277.17939,315.22362,309.78873,27717.939,288.04917,320.65851
7210754,IPRATROPI 17MCG PUF,,9.5,2/6/2022,1.995,3.325,48.45,4.2465,0.589,0.5225,4.2465,1.558,2.869,2.527,0.9975,0.8645,0.4845,0.551,0.5415,48.45,0.5035,0.5605
1061272,P-UPGRD SNG TO DUAL,SURG,62989.63,2/6/2022,13227.8223,22046.3705,321247.113,28156.36461,3905.35706,3464.42965,28156.36461,10330.29932,19022.86826,16755.24158,6613.91115,5732.05633,3212.47113,3653.39854,3590.40891,321247.113,3338.45039,3716.38817
1212143,IMIPRAMIN PM 150MGCP,,91.5,2/6/2022,19.215,32.025,466.65,40.9005,5.673,5.0325,40.9005,15.006,27.633,24.339,9.6075,8.3265,4.6665,5.307,5.2155,466.65,4.8495,5.3985
1610154,LE-CALCNEUS 2V BI DR,73650,2923.51,2/6/2022,613.9371,1023.2285,14909.901,1306.80897,181.25762,160.79305,1306.80897,479.45564,882.90002,777.65366,306.96855,266.03941,149.09901,169.56358,166.64007,14909.901,154.94603,172.48709
1670290,CT-UPPER EXT WO BI,73200,10025.95,2/6/2022,2105.4495,3509.0825,51132.345,4481.59965,621.6089,551.42725,4481.59965,1644.2558,3027.8369,2666.9027,1052.72475,912.36145,511.32345,581.5051,571.47915,51132.345,531.37535,591.53105
1216959,ALBUTEROL 4MG TAB ER,,5,2/6/2022,1.05,1.75,25.5,2.235,0.31,0.275,2.235,0.82,1.51,1.33,0.525,0.455,0.255,0.29,0.285,25.5,0.265,0.295
1314560,"PSA, SCREENING",G0103,1003.46,2/6/2022,210.7266,351.211,5117.646,448.54662,62.21452,55.1903,448.54662,164.56744,303.04492,266.92036,105.3633,91.31486,51.17646,58.20068,57.19722,5117.646,53.18338,59.20414
1651145,NM-LUNG VENT IMAGING,78579,5105.29,2/6/2022,1072.1109,1786.8515,26036.979,2282.06463,316.52798,280.79095,2282.06463,837.26756,1541.79758,1358.00714,536.05545,464.58139,260.36979,296.10682,291.00153,26036.979,270.58037,301.21211
1218297,SOD CHLOR 5% OS 15ML,,145.5,2/6/2022,30.555,50.925,742.05,65.0385,9.021,8.0025,65.0385,23.862,43.941,38.703,15.2775,13.2405,7.4205,8.439,8.2935,742.05,7.7115,8.5845
1219981,LOXAPINE 10MG CAP,,4,2/6/2022,0.84,1.4,20.4,1.788,0.248,0.22,1.788,0.656,1.208,1.064,0.42,0.364,0.204,0.232,0.228,20.4,0.212,0.236
1217572,DIPHENH 2.5MG/ML 10M,,3.8,2/6/2022,0.798,1.33,19.38,1.6986,0.2356,0.209,1.6986,0.6232,1.1476,1.0108,0.399,0.3458,0.1938,0.2204,0.2166,19.38,0.2014,0.2242
1218797,NIACIN 100MG TAB,,0.3,2/6/2022,0.063,0.105,1.53,0.1341,0.0186,0.0165,0.1341,0.0492,0.0906,0.0798,0.0315,0.0273,0.0153,0.0174,0.0171,1.53,0.0159,0.0177
7212190,PHENTOLAMINE 5MG INJ,J2760,1152.5,2/6/2022,242.025,403.375,5877.75,515.1675,71.455,63.3875,515.1675,189.01,348.055,306.565,121.0125,104.8775,58.7775,66.845,65.6925,5877.75,61.0825,67.9975
1314830,THROMBIN TIME,85670,370.33,2/6/2022,77.7693,129.6155,1888.683,165.53751,22.96046,20.36815,165.53751,60.73412,111.83966,98.50778,38.88465,33.70003,18.88683,21.47914,21.10881,1888.683,19.62749,21.84947
1212926,CEFEPIME 500MG INJ,J0692,123,2/6/2022,25.83,43.05,627.3,54.981,7.626,6.765,54.981,20.172,37.146,32.718,12.915,11.193,6.273,7.134,7.011,627.3,6.519,7.257
1414760,MESH IMPLANTABLE 11,C1781,14620.6,2/6/2022,3070.326,5117.21,74565.06,6535.4082,906.4772,804.133,6535.4082,2397.7784,4415.4212,3889.0796,1535.163,1330.4746,745.6506,847.9948,833.3742,74565.06,774.8918,862.6154
1314461,"RECEPTOR, NON-ENDO",84238,626.62,2/6/2022,131.5902,219.317,3195.762,280.09914,38.85044,34.4641,280.09914,102.76568,189.23924,166.68092,65.7951,57.02242,31.95762,36.34396,35.71734,3195.762,33.21086,36.97058
7211756,OXYCODONE 10MG SR TB,,15,2/6/2022,3.15,5.25,76.5,6.705,0.93,0.825,6.705,2.46,4.53,3.99,1.575,1.365,0.765,0.87,0.855,76.5,0.795,0.885
7210581,TRYP-CAS-BAL SP 113G,,122,2/6/2022,25.62,42.7,622.2,54.534,7.564,6.71,54.534,20.008,36.844,32.452,12.81,11.102,6.222,7.076,6.954,622.2,6.466,7.198
1913230,MINOR PROCEDURE,SURG,1178.31,2/6/2022,247.4451,412.4085,6009.381,526.70457,73.05522,64.80705,526.70457,193.24284,355.84962,313.43046,123.72255,107.22621,60.09381,68.34198,67.16367,6009.381,62.45043,69.52029
2811521,S-ABDOMEN 1ST ORDER,36245,5434.89,2/6/2022,1141.3269,1902.2115,27717.939,2429.39583,336.96318,298.91895,2429.39583,891.32196,1641.33678,1445.68074,570.66345,494.57499,277.17939,315.22362,309.78873,27717.939,288.04917,320.65851
1523165,ADM COV2 VAC JANSSEN,0031A,54.3,2/6/2022,11.403,19.005,276.93,24.2721,3.3666,2.9865,24.2721,8.9052,16.3986,14.4438,5.7015,4.9413,2.7693,3.1494,3.0951,276.93,2.8779,3.2037
1612290,CH-CHEST 3V CR,71047,1885.3,2/6/2022,395.913,659.855,9615.03,842.7291,116.8886,103.6915,842.7291,309.1892,569.3606,501.4898,197.9565,171.5623,96.1503,109.3474,107.4621,9615.03,99.9209,111.2327
7211359,STER WATER IRR 500ML,,13.5,2/6/2022,2.835,4.725,68.85,6.0345,0.837,0.7425,6.0345,2.214,4.077,3.591,1.4175,1.2285,0.6885,0.783,0.7695,68.85,0.7155,0.7965
1410040,AICD DUAL CHAMBER L6,C1721,99999.9,2/6/2022,20999.979,34999.965,509999.49,44699.9553,6199.9938,5499.9945,44699.9553,16399.9836,30199.9698,26599.9734,10499.9895,9099.9909,5099.9949,5799.9942,5699.9943,509999.49,5299.9947,5899.9941
1670239,CT-LUMB SPINE WWO,72133,10268.67,2/6/2022,2156.4207,3594.0345,52370.217,4590.09549,636.65754,564.77685,4590.09549,1684.06188,3101.13834,2731.46622,1078.21035,934.44897,523.70217,595.58286,585.31419,52370.217,544.23951,605.85153
1210757,TRANEX AC 100MG/ML10,,245,2/6/2022,51.45,85.75,1249.5,109.515,15.19,13.475,109.515,40.18,73.99,65.17,25.725,22.295,12.495,14.21,13.965,1249.5,12.985,14.455
1872264,SENS INTG-15 MIN,97533,225.89,2/6/2022,47.4369,79.0615,1152.039,100.97283,14.00518,12.42395,100.97283,37.04596,68.21878,60.08674,23.71845,20.55599,11.52039,13.10162,12.87573,1152.039,11.97217,13.32751
1217006,ASCORBIC AC 500MG TB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1212118,ADRENL/EPINEP 0.1MG,J0171,16,2/6/2022,3.36,5.6,81.6,7.152,0.992,0.88,7.152,2.624,4.832,4.256,1.68,1.456,0.816,0.928,0.912,81.6,0.848,0.944
1221009,D5.45NS/KCL40 1000ML,,265.5,2/6/2022,55.755,92.925,1354.05,118.6785,16.461,14.6025,118.6785,43.542,80.181,70.623,27.8775,24.1605,13.5405,15.399,15.1335,1354.05,14.0715,15.6645
1314660,CANDIDA AB,86628,727.08,2/6/2022,152.6868,254.478,3708.108,325.00476,45.07896,39.9894,325.00476,119.24112,219.57816,193.40328,76.3434,66.16428,37.08108,42.17064,41.44356,3708.108,38.53524,42.89772
1316600,PRS DRG IA ANAZ,80307,3781.45,2/6/2022,794.1045,1323.5075,19285.395,1690.30815,234.4499,207.97975,1690.30815,620.1578,1141.9979,1005.8657,397.05225,344.11195,192.85395,219.3241,215.54265,19285.395,200.41685,223.10555
1314777,"FACTOR XIII, SCREEN",85291,701.01,2/6/2022,147.2121,245.3535,3575.151,313.35147,43.46262,38.55555,313.35147,114.96564,211.70502,186.46866,73.60605,63.79191,35.75151,40.65858,39.95757,3575.151,37.15353,41.35959
282941,THERA EA AD IV PUSH,96375,465.89,2/6/2022,97.8369,163.0615,2376.039,208.25283,28.88518,25.62395,208.25283,76.40596,140.69878,123.92674,48.91845,42.39599,23.76039,27.02162,26.55573,2376.039,24.69217,27.48751
1314594,RSV ASSAY W-OPTIC,87807,643.46,2/6/2022,135.1266,225.211,3281.646,287.62662,39.89452,35.3903,287.62662,105.52744,194.32492,171.16036,67.5633,58.55486,32.81646,37.32068,36.67722,3281.646,34.10338,37.96414
7211930,VINORELBINE TAR 10MG,J9390,42.5,2/6/2022,8.925,14.875,216.75,18.9975,2.635,2.3375,18.9975,6.97,12.835,11.305,4.4625,3.8675,2.1675,2.465,2.4225,216.75,2.2525,2.5075
2811405,S-RPL COM TCVAD PORT,SURG,5391.99,2/6/2022,1132.3179,1887.1965,27499.149,2410.21953,334.30338,296.55945,2410.21953,884.28636,1628.38098,1434.26934,566.15895,490.67109,274.99149,312.73542,307.34343,27499.149,285.77547,318.12741
1417056,TISSUE NON-HUMAN 8,C1763,25066.18,2/6/2022,5263.8978,8773.163,127837.518,11204.58246,1554.10316,1378.6399,11204.58246,4110.85352,7569.98636,6667.60388,2631.9489,2281.02238,1278.37518,1453.83844,1428.77226,127837.518,1328.50754,1478.90462
1215473,PEGFILGRAS 0.5MG INJ,J2506,3014.17,2/6/2022,632.9757,1054.9595,15372.267,1347.33399,186.87854,165.77935,1347.33399,494.32388,910.27934,801.76922,316.48785,274.28947,153.72267,174.82186,171.80769,15372.267,159.75101,177.83603
1414761,MESH IMPLANTABLE 12,C1781,19010.43,2/6/2022,3992.1903,6653.6505,96953.193,8497.66221,1178.64666,1045.57365,8497.66221,3117.71052,5741.14986,5056.77438,1996.09515,1729.94913,969.53193,1102.60494,1083.59451,96953.193,1007.55279,1121.61537
7212119,DIPHENHYDRAM 50MGINJ,J1200,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1314809,"FETAL HGB, ROSETTE",85461,379.56,2/6/2022,79.7076,132.846,1935.756,169.66332,23.53272,20.8758,169.66332,62.24784,114.62712,100.96296,39.8538,34.53996,19.35756,22.01448,21.63492,1935.756,20.11668,22.39404
1217932,TRIPLE DYE,,7.8,2/6/2022,1.638,2.73,39.78,3.4866,0.4836,0.429,3.4866,1.2792,2.3556,2.0748,0.819,0.7098,0.3978,0.4524,0.4446,39.78,0.4134,0.4602
7210790,RANOLAZI 500MG ER TB,,21,2/6/2022,4.41,7.35,107.1,9.387,1.302,1.155,9.387,3.444,6.342,5.586,2.205,1.911,1.071,1.218,1.197,107.1,1.113,1.239
1314976,"HHV-6, DNA AMP PROBE",87532,550.06,2/6/2022,115.5126,192.521,2805.306,245.87682,34.10372,30.2533,245.87682,90.20984,166.11812,146.31596,57.7563,50.05546,28.05306,31.90348,31.35342,2805.306,29.15318,32.45354
7211603,VERAPAM 2.5MG/ML 2ML,,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
7211461,LEVOTHYROX 100MCG TB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1217218,GALANTAMINE 4MG TAB,,20,2/6/2022,4.2,7,102,8.94,1.24,1.1,8.94,3.28,6.04,5.32,2.1,1.82,1.02,1.16,1.14,102,1.06,1.18
1217776,CLORAZEPATE 3.75MGTB,,2.3,2/6/2022,0.483,0.805,11.73,1.0281,0.1426,0.1265,1.0281,0.3772,0.6946,0.6118,0.2415,0.2093,0.1173,0.1334,0.1311,11.73,0.1219,0.1357
1218119,OFLOXAC .3%OTIC 5ML,,693,2/6/2022,145.53,242.55,3534.3,309.771,42.966,38.115,309.771,113.652,209.286,184.338,72.765,63.063,35.343,40.194,39.501,3534.3,36.729,40.887
7210874,VALPROATE 500MG/5ML,,241,2/6/2022,50.61,84.35,1229.1,107.727,14.942,13.255,107.727,39.524,72.782,64.106,25.305,21.931,12.291,13.978,13.737,1229.1,12.773,14.219
1211804,TOLNAFTATE 1%CR 30GM,,14.5,2/6/2022,3.045,5.075,73.95,6.4815,0.899,0.7975,6.4815,2.378,4.379,3.857,1.5225,1.3195,0.7395,0.841,0.8265,73.95,0.7685,0.8555
1061553,S-PERC REPOS VAD IMG,SURG,69240.1,2/6/2022,14540.421,24234.035,353124.51,30950.3247,4292.8862,3808.2055,30950.3247,11355.3764,20910.5102,18417.8666,7270.2105,6300.8491,3531.2451,4015.9258,3946.6857,353124.51,3669.7253,4085.1659
1670696,UE-SCAPULA BILAT DR,73010,3059.81,2/6/2022,642.5601,1070.9335,15605.031,1367.73507,189.70822,168.28955,1367.73507,501.80884,924.06262,813.90946,321.28005,278.44271,156.05031,177.46898,174.40917,15605.031,162.16993,180.52879
1814936,PT RE-EVAL-VISIT PT,97164,289.42,2/6/2022,60.7782,101.297,1476.042,129.37074,17.94404,15.9181,129.37074,47.46488,87.40484,76.98572,30.3891,26.33722,14.76042,16.78636,16.49694,1476.042,15.33926,17.07578
1610089,LE-ANKLE 2V DR,73600,902.47,2/6/2022,189.5187,315.8645,4602.597,403.40409,55.95314,49.63585,403.40409,148.00508,272.54594,240.05702,94.75935,82.12477,46.02597,52.34326,51.44079,4602.597,47.83091,53.24573
1218985,BENZO/MENT 15-3.6LOZ,,2,2/6/2022,0.42,0.7,10.2,0.894,0.124,0.11,0.894,0.328,0.604,0.532,0.21,0.182,0.102,0.116,0.114,10.2,0.106,0.118
1221046,SOD CHLOR .45% 500ML,,377,2/6/2022,79.17,131.95,1922.7,168.519,23.374,20.735,168.519,61.828,113.854,100.282,39.585,34.307,19.227,21.866,21.489,1922.7,19.981,22.243
1061300,S-INTROCATH VEN 2ND,36012,4531.88,2/6/2022,951.6948,1586.158,23112.588,2025.75036,280.97656,249.2534,2025.75036,743.22832,1368.62776,1205.48008,475.8474,412.40108,231.12588,262.84904,258.31716,23112.588,240.18964,267.38092
1913262,IV THER AD SEQ 1 HR,96367,871.52,2/6/2022,183.0192,305.032,4444.752,389.56944,54.03424,47.9336,389.56944,142.92928,263.19904,231.82432,91.5096,79.30832,44.44752,50.54816,49.67664,4444.752,46.19056,51.41968
1814966,DBRD NON-SEL-VIS PT,97602,342.63,2/6/2022,71.9523,119.9205,1747.413,153.15561,21.24306,18.84465,153.15561,56.19132,103.47426,91.13958,35.97615,31.17933,17.47413,19.87254,19.52991,1747.413,18.15939,20.21517
1211880,FERR SUL 75MG/ML 1ML,,19.5,2/6/2022,4.095,6.825,99.45,8.7165,1.209,1.0725,8.7165,3.198,5.889,5.187,2.0475,1.7745,0.9945,1.131,1.1115,99.45,1.0335,1.1505
7212079,FLUOROURACIL 500MG,J9190,1065.5,2/6/2022,223.755,372.925,5434.05,476.2785,66.061,58.6025,476.2785,174.742,321.781,283.423,111.8775,96.9605,54.3405,61.799,60.7335,5434.05,56.4715,62.8645
1211337,PERMETHRIN 0.5% 150G,,52,2/6/2022,10.92,18.2,265.2,23.244,3.224,2.86,23.244,8.528,15.704,13.832,5.46,4.732,2.652,3.016,2.964,265.2,2.756,3.068
7211887,DOXORUBICIN 10MG INJ,J9000,1065.5,2/6/2022,223.755,372.925,5434.05,476.2785,66.061,58.6025,476.2785,174.742,321.781,283.423,111.8775,96.9605,54.3405,61.799,60.7335,5434.05,56.4715,62.8645
7211495,BUPIV.5%/EPI PF1.8ML,,157.5,2/6/2022,33.075,55.125,803.25,70.4025,9.765,8.6625,70.4025,25.83,47.565,41.895,16.5375,14.3325,8.0325,9.135,8.9775,803.25,8.3475,9.2925
1217341,CLONIDINE-TTS-2 .2MG,,447,2/6/2022,93.87,156.45,2279.7,199.809,27.714,24.585,199.809,73.308,134.994,118.902,46.935,40.677,22.797,25.926,25.479,2279.7,23.691,26.373
395001,S-IN PICC WOIMG LT5Y,SURG,4853.33,2/6/2022,1019.1993,1698.6655,24751.983,2169.43851,300.90646,266.93315,2169.43851,795.94612,1465.70566,1290.98578,509.59965,441.65303,247.51983,281.49314,276.63981,24751.983,257.22649,286.34647
1219326,FLUOCINON.05%CRM 15G,,120,2/6/2022,25.2,42,612,53.64,7.44,6.6,53.64,19.68,36.24,31.92,12.6,10.92,6.12,6.96,6.84,612,6.36,7.08
1612137,CH-RIBS BI PA CXR CR,71111,2352.82,2/6/2022,494.0922,823.487,11999.382,1051.71054,145.87484,129.4051,1051.71054,385.86248,710.55164,625.85012,247.0461,214.10662,119.99382,136.46356,134.11074,11999.382,124.69946,138.81638
1314709,MUMPS AB,86735,547.34,2/6/2022,114.9414,191.569,2791.434,244.66098,33.93508,30.1037,244.66098,89.76376,165.29668,145.59244,57.4707,49.80794,27.91434,31.74572,31.19838,2791.434,29.00902,32.29306
7210201,TRIMETHOBEN 300MG CP,,4.2,2/6/2022,0.882,1.47,21.42,1.8774,0.2604,0.231,1.8774,0.6888,1.2684,1.1172,0.441,0.3822,0.2142,0.2436,0.2394,21.42,0.2226,0.2478
1214250,AMNIO/BIO EXCEL SQCM,Q4137,2601.9,2/6/2022,546.399,910.665,13269.69,1163.0493,161.3178,143.1045,1163.0493,426.7116,785.7738,692.1054,273.1995,236.7729,132.6969,150.9102,148.3083,13269.69,137.9007,153.5121
7210091,CINACALCET 30MG TAB,,77,2/6/2022,16.17,26.95,392.7,34.419,4.774,4.235,34.419,12.628,23.254,20.482,8.085,7.007,3.927,4.466,4.389,392.7,4.081,4.543
1061535,S-INS CATH RENART 2B,SURG,15783.92,2/6/2022,3314.6232,5524.372,80497.992,7055.41224,978.60304,868.1156,7055.41224,2588.56288,4766.74384,4198.52272,1657.3116,1436.33672,804.97992,915.46736,899.68344,80497.992,836.54776,931.25128
1414971,STNT NO COCV W/DEL 2,C1876,6266.98,2/6/2022,1316.0658,2193.443,31961.598,2801.34006,388.55276,344.6839,2801.34006,1027.78472,1892.62796,1667.01668,658.0329,570.29518,319.61598,363.48484,357.21786,31961.598,332.14994,369.75182
1314143,ANGIOTENSIN CONV ENZ,82164,945.36,2/6/2022,198.5256,330.876,4821.336,422.57592,58.61232,51.9948,422.57592,155.03904,285.49872,251.46576,99.2628,86.02776,48.21336,54.83088,53.88552,4821.336,50.10408,55.77624
1214003,ADENOSINE 1MG INJ,J0153,41.5,2/6/2022,8.715,14.525,211.65,18.5505,2.573,2.2825,18.5505,6.806,12.533,11.039,4.3575,3.7765,2.1165,2.407,2.3655,211.65,2.1995,2.4485
1417055,TISSUE NON-HUMAN 7,C1763,18800.4,2/6/2022,3948.084,6580.14,95882.04,8403.7788,1165.6248,1034.022,8403.7788,3083.2656,5677.7208,5000.9064,1974.042,1710.8364,958.8204,1090.4232,1071.6228,95882.04,996.4212,1109.2236
1612187,LE-KNEE 4V PLUS CR,73564,1937.42,2/6/2022,406.8582,678.097,9880.842,866.02674,120.12004,106.5581,866.02674,317.73688,585.10084,515.35372,203.4291,176.30522,98.80842,112.37036,110.43294,9880.842,102.68326,114.30778
1610070,UE-WRIST 3V PLUS DR,73110,1711.54,2/6/2022,359.4234,599.039,8728.854,765.05838,106.11548,94.1347,765.05838,280.69256,516.88508,455.26964,179.7117,155.75014,87.28854,99.26932,97.55778,8728.854,90.71162,100.98086
7210275,RIFAXIMINE 200MG TAB,,44,2/6/2022,9.24,15.4,224.4,19.668,2.728,2.42,19.668,7.216,13.288,11.704,4.62,4.004,2.244,2.552,2.508,224.4,2.332,2.596
1610082,LE-FEMUR 2V DR,73552,1450.35,2/6/2022,304.5735,507.6225,7396.785,648.30645,89.9217,79.76925,648.30645,237.8574,438.0057,385.7931,152.28675,131.98185,73.96785,84.1203,82.66995,7396.785,76.86855,85.57065
1825044,GRP THRP PRC-VST PTA,97150,290.51,2/6/2022,61.0071,101.6785,1481.601,129.85797,18.01162,15.97805,129.85797,47.64364,87.73402,77.27566,30.50355,26.43641,14.81601,16.84958,16.55907,1481.601,15.39703,17.14009
1314671,"ENCEPH, ST LOUIS",86653,148.24,2/6/2022,31.1304,51.884,756.024,66.26328,9.19088,8.1532,66.26328,24.31136,44.76848,39.43184,15.5652,13.48984,7.56024,8.59792,8.44968,756.024,7.85672,8.74616
1523128,CHEMO IV SQ RESRVOIR,96542,672.78,2/6/2022,141.2838,235.473,3431.178,300.73266,41.71236,37.0029,300.73266,110.33592,203.17956,178.95948,70.6419,61.22298,34.31178,39.02124,38.34846,3431.178,35.65734,39.69402
1314125,AFP SERUM,82105,875.86,2/6/2022,183.9306,306.551,4466.886,391.50942,54.30332,48.1723,391.50942,143.64104,264.50972,232.97876,91.9653,79.70326,44.66886,50.79988,49.92402,4466.886,46.42058,51.67574
1621514,US-ABDOMEN LTD WO,76705,3760.28,2/6/2022,789.6588,1316.098,19177.428,1680.84516,233.13736,206.8154,1680.84516,616.68592,1135.60456,1000.23448,394.8294,342.18548,191.77428,218.09624,214.33596,19177.428,199.29484,221.85652
1314512,"URIC ACID, BLOOD",84550,507.16,2/6/2022,106.5036,177.506,2586.516,226.70052,31.44392,27.8938,226.70052,83.17424,153.16232,134.90456,53.2518,46.15156,25.86516,29.41528,28.90812,2586.516,26.87948,29.92244
