SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL Total (IP & OP) PPO ,BCBSAL CHS EE PPO,Aetna PPO ,UHC PPO,Cigna PPO,Humana PPO,VIVA PPO ,UHC MCR ,Humana MCR ,BCBSAL MCR,Aetna/Coventry MCR,VIVA Health MCR,Multiplan 
SURG,Repair of tibia,27720,68343.48,1/15/22,20503.044,23920.218,4168.95228,37998.97488,6492.6306,5467.4784,37998.97488,9909.8046,10046.49156,5262.44796,11550.04812,5330.79144,5330.79144,5467.4784,5809.1958,4852.38708,4168.95228
SURG,Repair/graft of tibia,27724,87068.81,1/15/22,26120.643,30474.0835,5311.19741,48410.25836,8271.53695,6965.5048,48410.25836,12624.97745,12799.11507,6704.29837,14714.62889,6791.36718,6791.36718,6965.5048,7400.84885,6181.88551,5311.19741
SURG,Treatment of tibia fracture,27752,13551.33,1/15/22,4065.399,4742.9655,826.63113,7534.53948,1287.37635,1084.1064,7534.53948,1964.94285,1992.04551,1043.45241,2290.17477,1057.00374,1057.00374,1084.1064,1151.86305,962.14443,826.63113
SURG,Treatment of tibia fracture,27759,56572.77,1/15/22,16971.831,19800.4695,3450.93897,31454.46012,5374.41315,4525.8216,31454.46012,8203.05165,8316.19719,4356.10329,9560.79813,4412.67606,4412.67606,4525.8216,4808.68545,4016.66667,3450.93897
SURG,Optx medial ankle fx,27766,53630.216,1/15/22,16089.0648,18770.5756,3271.443176,29818.4001,5094.87052,4290.41728,29818.4001,7776.38132,7883.641752,4129.526632,9063.506504,4183.156848,4183.156848,4290.41728,4558.56836,3807.745336,3271.443176
SURG,Treatment of ankle fracture,27788,5111.47,1/15/22,1533.441,1789.0145,311.79967,2841.97732,485.58965,408.9176,2841.97732,741.16315,751.38609,393.58319,863.83843,398.69466,398.69466,408.9176,434.47495,362.91437,311.79967
SURG,Treatment of ankle fracture,27792,49836.33667,1/15/22,14950.901,17442.71783,3040.016537,27709.00319,4734.451983,3986.906933,27709.00319,7226.268817,7325.94149,3837.397923,8422.340897,3887.23426,3887.23426,3986.906933,4236.088617,3538.379903,3040.016537
SURG,Treatment of ankle fracture,27810,10037.75,1/15/22,3011.325,3513.2125,612.30275,5580.989,953.58625,803.02,5580.989,1455.47375,1475.54925,772.90675,1696.37975,782.9445,782.9445,803.02,853.20875,712.68025,612.30275
SURG,Treatment of ankle fracture,27814,52544.44444,1/15/22,15763.33333,18390.55556,3205.211111,29214.71111,4991.722222,4203.555556,29214.71111,7618.944444,7724.033333,4045.922222,8880.011111,4098.466667,4098.466667,4203.555556,4466.277778,3730.655556,3205.211111
SURG,Treatment of ankle fracture,27822,64605.2,1/15/22,19381.56,22611.82,3940.9172,35920.4912,6137.494,5168.416,35920.4912,9367.754,9496.9644,4974.6004,10918.2788,5039.2056,5039.2056,5168.416,5491.442,4586.9692,3940.9172
SURG,Treat lower leg fracture,27825,31927.92,1/15/22,9578.376,11174.772,1947.60312,17751.92352,3033.1524,2554.2336,17751.92352,4629.5484,4693.40424,2458.44984,5395.81848,2490.37776,2490.37776,2554.2336,2713.8732,2266.88232,1947.60312
SURG,Treat lower leg fracture,27827,60317.66667,1/15/22,18095.3,21111.18333,3679.377667,33536.62267,5730.178333,4825.413333,33536.62267,8746.061667,8866.697,4644.460333,10193.68567,4704.778,4704.778,4825.413333,5127.001667,4282.554333,3679.377667
SURG,Treat lower leg fracture,27828,61738.95,1/15/22,18521.685,21608.6325,3766.07595,34326.8562,5865.20025,4939.116,34326.8562,8952.14775,9075.62565,4753.89915,10433.88255,4815.6381,4815.6381,4939.116,5247.81075,4383.46545,3766.07595
SURG,Treat lower leg joint,27829,52577.1475,1/15/22,15773.14425,18402.00163,3207.205998,29232.89401,4994.829013,4206.1718,29232.89401,7623.686388,7728.840683,4048.440358,8885.537928,4101.017505,4101.017505,4206.1718,4469.057538,3732.977473,3207.205998
SURG,Fusion of tibiofibular joint,27871,78827.845,1/15/22,23648.3535,27589.74575,4808.498545,43828.28182,7488.645275,6306.2276,43828.28182,11430.03753,11587.69322,6069.744065,13321.90581,6148.57191,6148.57191,6306.2276,6700.366825,5596.776995,4808.498545
SURG,Amputation follow-up surgery,27886,39849.68,1/15/22,11954.904,13947.388,2430.83048,22156.42208,3785.7196,3187.9744,22156.42208,5778.2036,5857.90296,3068.42536,6734.59592,3108.27504,3108.27504,3187.9744,3387.2228,2829.32728,2430.83048
SURG,Leg/ankle surgery procedure,27899,76387.79,1/15/22,22916.337,26735.7265,4659.65519,42471.61124,7256.84005,6111.0232,42471.61124,11076.22955,11229.00513,5881.85983,12909.53651,5958.24762,5958.24762,6111.0232,6492.96215,5423.53309,4659.65519
SURG,Incision of foot fascia,28008,41501.86,1/15/22,12450.558,14525.651,2531.61346,23075.03416,3942.6767,3320.1488,23075.03416,6017.7697,6100.77342,3195.64322,7013.81434,3237.14508,3237.14508,3320.1488,3527.6581,2946.63206,2531.61346
SURG,Removal of metatarsal heads,28114,54500.24333,1/15/22,16350.073,19075.08517,3324.514843,30302.13529,5177.523117,4360.019467,30302.13529,7902.535283,8011.53577,4196.518737,9210.541123,4251.01898,4251.01898,4360.019467,4632.520683,3869.517277,3324.514843
SURG,Revision of foot,28116,31294.085,1/15/22,9388.2255,10952.92975,1908.939185,17399.51126,2972.938075,2503.5268,17399.51126,4537.642325,4600.230495,2409.644545,5288.700365,2440.93863,2440.93863,2503.5268,2659.997225,2221.880035,1908.939185
SURG,Removal of heel bone,28118,34438.4,1/15/22,10331.52,12053.44,2100.7424,19147.7504,3271.648,2755.072,19147.7504,4993.568,5062.4448,2651.7568,5820.0896,2686.1952,2686.1952,2755.072,2927.264,2445.1264,2100.7424
SURG,Removal of heel spur,28119,33334.21125,1/15/22,10000.26338,11666.97394,2033.386886,18533.82146,3166.750069,2666.7369,18533.82146,4833.460631,4900.129054,2566.734266,5633.481701,2600.068478,2600.068478,2666.7369,2833.407956,2366.728999,2033.386886
SURG,Part removal of ankle/heel,28120,40898.98167,1/15/22,12269.6945,14314.64358,2494.837882,22739.83381,3885.403258,3271.918533,22739.83381,5930.352342,6012.150305,3149.221588,6911.927902,3190.12057,3190.12057,3271.918533,3476.413442,2903.827698,2494.837882
SURG,Partial removal of foot bone,28122,39808.94,1/15/22,11942.682,13933.129,2428.34534,22133.77064,3781.8493,3184.7152,22133.77064,5772.2963,5851.91418,3065.28838,6727.71086,3105.09732,3105.09732,3184.7152,3383.7599,2826.43474,2428.34534
SURG,Partial removal of toe,28160,34616.61,1/15/22,10384.983,12115.8135,2111.61321,19246.83516,3288.57795,2769.3288,19246.83516,5019.40845,5088.64167,2665.47897,5850.20709,2700.09558,2700.09558,2769.3288,2942.41185,2457.77931,2111.61321
SURG,Removal of foot foreign body,28190,22297.98,1/15/22,6689.394,7804.293,1360.17678,12397.67688,2118.3081,1783.8384,12397.67688,3233.2071,3277.80306,1716.94446,3768.35862,1739.24244,1739.24244,1783.8384,1895.3283,1583.15658,1360.17678
SURG,Removal of foot foreign body,28192,23864.995,1/15/22,7159.4985,8352.74825,1455.764695,13268.93722,2267.174525,1909.1996,13268.93722,3460.424275,3508.154265,1837.604615,4033.184155,1861.46961,1861.46961,1909.1996,2028.524575,1694.414645,1455.764695
SURG,Repair of foot tendon,28200,28220.25,1/15/22,8466.075,9877.0875,1721.43525,15690.459,2680.92375,2257.62,15690.459,4091.93625,4148.37675,2172.95925,4769.22225,2201.1795,2201.1795,2257.62,2398.72125,2003.63775,1721.43525
SURG,Incision of toe tendon,28232,26566.06,1/15/22,7969.818,9298.121,1620.52966,14770.72936,2523.7757,2125.2848,14770.72936,3852.0787,3905.21082,2045.58662,4489.66414,2072.15268,2072.15268,2125.2848,2258.1151,1886.19026,1620.52966
SURG,Repair of hammertoe,28285,47155.16,1/15/22,14146.548,16504.306,2876.46476,26218.26896,4479.7402,3772.4128,26218.26896,6837.4982,6931.80852,3630.94732,7969.22204,3678.10248,3678.10248,3772.4128,4008.1886,3348.01636,2876.46476
SURG,Partial removal of foot bone,28288,43863.29667,1/15/22,13158.989,15352.15383,2675.661097,24387.99295,4167.013183,3509.063733,24387.99295,6360.178017,6447.90461,3377.473843,7412.897137,3421.33714,3421.33714,3509.063733,3728.380217,3114.294063,2675.661097
SURG,Correction hallux valgus,28292,44624.215,1/15/22,13387.2645,15618.47525,2722.077115,24811.06354,4239.300425,3569.9372,24811.06354,6470.511175,6559.759605,3436.064555,7541.492335,3480.68877,3480.68877,3569.9372,3793.058275,3168.319265,2722.077115
SURG,Correction hallux valgus,28297,61301.35,1/15/22,18390.405,21455.4725,3739.38235,34083.5506,5823.62825,4904.108,34083.5506,8888.69575,9011.29845,4720.20395,10359.92815,4781.5053,4781.5053,4904.108,5210.61475,4352.39585,3739.38235
SURG,Correction hallux valgus,28298,47846.78,1/15/22,14354.034,16746.373,2918.65358,26602.80968,4545.4441,3827.7424,26602.80968,6937.7831,7033.47666,3684.20206,8086.10582,3732.04884,3732.04884,3827.7424,4066.9763,3397.12138,2918.65358
SURG,Correction hallux valgus,28299,68421.65,1/15/22,20526.495,23947.5775,4173.72065,38042.4374,6500.05675,5473.732,38042.4374,9921.13925,10057.98255,5268.46705,11563.25885,5336.8887,5336.8887,5473.732,5815.84025,4857.93715,4173.72065
SURG,Incision of heel bone,28300,63536.23667,1/15/22,19060.871,22237.68283,3875.710437,35326.14759,6035.942483,5082.898933,35326.14759,9212.754317,9339.82679,4892.290223,10737.624,4955.82646,4955.82646,5082.898933,5400.580117,4511.072803,3875.710437
SURG,Incision of ankle bone,28302,69141.005,1/15/22,20742.3015,24199.35175,4217.601305,38442.39878,6568.395475,5531.2804,38442.39878,10025.44573,10163.72774,5323.857385,11684.82985,5392.99839,5392.99839,5531.2804,5876.985425,4909.011355,4217.601305
SURG,Incision of metatarsal,28306,59405.325,1/15/22,17821.5975,20791.86375,3623.724825,33029.3607,5643.505875,4752.426,33029.3607,8613.772125,8732.582775,4574.210025,10039.49993,4633.61535,4633.61535,4752.426,5049.452625,4217.778075,3623.724825
SURG,Incision of metatarsal,28308,47846.78,1/15/22,14354.034,16746.373,2918.65358,26602.80968,4545.4441,3827.7424,26602.80968,6937.7831,7033.47666,3684.20206,8086.10582,3732.04884,3732.04884,3827.7424,4066.9763,3397.12138,2918.65358
SURG,Removal of sesamoid bone,28315,50953.66,1/15/22,15286.098,17833.781,3108.17326,28330.23496,4840.5977,4076.2928,28330.23496,7388.2807,7490.18802,3923.43182,8611.16854,3974.38548,3974.38548,4076.2928,4331.0611,3617.70986,3108.17326
SURG,Treatment of heel fracture,28406,60341.5,1/15/22,18102.45,21119.525,3680.8315,33549.874,5732.4425,4827.32,33549.874,8749.5175,8870.2005,4646.2955,10197.7135,4706.637,4706.637,4827.32,5129.0275,4284.2465,3680.8315
SURG,Treat heel fracture,28415,56393.89,1/15/22,16918.167,19737.8615,3440.02729,31355.00284,5357.41955,4511.5112,31355.00284,8177.11405,8289.90183,4342.32953,9530.56741,4398.72342,4398.72342,4511.5112,4793.48065,4003.96619,3440.02729
SURG,Treat ankle fracture,28445,49175.94,1/15/22,14752.782,17211.579,2999.73234,27341.82264,4671.7143,3934.0752,27341.82264,7130.5113,7228.86318,3786.54738,8310.73386,3835.72332,3835.72332,3934.0752,4179.9549,3491.49174,2999.73234
SURG,Osteochondral talus autogrft,28446,65659.3,1/15/22,19697.79,22980.755,4005.2173,36506.5708,6237.6335,5252.744,36506.5708,9520.5985,9651.9171,5055.7661,11096.4217,5121.4254,5121.4254,5252.744,5581.0405,4661.8103,4005.2173
SURG,Treat midfoot fracture,28456,45330.34,1/15/22,13599.102,15865.619,2765.15074,25203.66904,4306.3823,3626.4272,25203.66904,6572.8993,6663.55998,3490.43618,7660.82746,3535.76652,3535.76652,3626.4272,3853.0789,3218.45414,2765.15074
SURG,Treat metatarsal fracture,28476,52835.92,1/15/22,15850.776,18492.572,3222.99112,29376.77152,5019.4124,4226.8736,29376.77152,7661.2084,7766.88024,4068.36584,8929.27048,4121.20176,4121.20176,4226.8736,4491.0532,3751.35032,3222.99112
SURG,Treat metatarsal fracture,28485,29241.04,1/15/22,8772.312,10234.364,1783.70344,16258.01824,2777.8988,2339.2832,16258.01824,4239.9508,4298.43288,2251.56008,4941.73576,2280.80112,2280.80112,2339.2832,2485.4884,2076.11384,1783.70344
SURG,Treat big toe fracture,28505,33340.27,1/15/22,10002.081,11669.0945,2033.75647,18537.19012,3167.32565,2667.2216,18537.19012,4834.33915,4901.01969,2567.20079,5634.50563,2600.54106,2600.54106,2667.2216,2833.92295,2367.15917,2033.75647
SURG,Treatment of toe fracture,28515,3092.62,1/15/22,927.786,1082.417,188.64982,1719.49672,293.7989,247.4096,1719.49672,448.4299,454.61514,238.13174,522.65278,241.22436,241.22436,247.4096,262.8727,219.57602,188.64982
SURG,Treat toe fracture,28525,21814.34,1/15/22,6544.302,7635.019,1330.67474,12128.77304,2072.3623,1745.1472,12128.77304,3163.0793,3206.70798,1679.70418,3686.62346,1701.51852,1701.51852,1745.1472,1854.2189,1548.81814,1330.67474
SURG,Treat toe dislocation,28660,3629.17,1/15/22,1088.751,1270.2095,221.37937,2017.81852,344.77115,290.3336,2017.81852,526.22965,533.48799,279.44609,613.32973,283.07526,283.07526,290.3336,308.47945,257.67107,221.37937
SURG,Fusion of foot bones,28715,85458.26,1/15/22,25637.478,29910.391,5212.95386,47514.79256,8118.5347,6836.6608,47514.79256,12391.4477,12562.36422,6580.28602,14442.44594,6665.74428,6665.74428,6836.6608,7263.9521,6067.53646,5212.95386
SURG,Fusion of foot bones,28725,59825.835,1/15/22,17947.7505,20939.04225,3649.375935,33263.16426,5683.454325,4786.0668,33263.16426,8674.746075,8794.397745,4606.589295,10110.56612,4666.41513,4666.41513,4786.0668,5085.195975,4247.634285,3649.375935
SURG,Fusion of foot bones,28730,57333.6,1/15/22,17200.08,20066.76,3497.3496,31877.4816,5446.692,4586.688,31877.4816,8313.372,8428.0392,4414.6872,9689.3784,4472.0208,4472.0208,4586.688,4873.356,4070.6856,3497.3496
SURG,Fusion of foot bones,28735,75542.19,1/15/22,22662.657,26439.7665,4608.07359,42001.45764,7176.50805,6043.3752,42001.45764,10953.61755,11104.70193,5816.74863,12766.63011,5892.29082,5892.29082,6043.3752,6421.08615,5363.49549,4608.07359
SURG,Fusion of big toe joint,28750,51123.4825,1/15/22,15337.04475,17893.21888,3118.532433,28424.65627,4856.730838,4089.8786,28424.65627,7412.904963,7515.151928,3936.508153,8639.868543,3987.631635,3987.631635,4089.8786,4345.496013,3629.767258,3118.532433
SURG,Amputation toe & metatarsal,28810,42451.98833,1/15/22,12735.5965,14858.19592,2589.571288,23603.30551,4032.938892,3396.159067,23603.30551,6155.538308,6240.442285,3268.803102,7174.386028,3311.25509,3311.25509,3396.159067,3608.419008,3014.091172,2589.571288
SURG,Amputation of toe,28820,33233.13,1/15/22,9969.939,11631.5955,2027.22093,18477.62028,3157.14735,2658.6504,18477.62028,4818.80385,4885.27011,2558.95101,5616.39897,2592.18414,2592.18414,2658.6504,2824.81605,2359.55223,2027.22093
SURG,Partial amputation of toe,28825,28571.08889,1/15/22,8571.326667,9999.881111,1742.836422,15885.52542,2714.253444,2285.687111,15885.52542,4142.807889,4199.950067,2199.973844,4828.514022,2228.544933,2228.544933,2285.687111,2428.542556,2028.547311,1742.836422
SURG,Apply long arm splint,29105,6465.711818,1/15/22,1939.713545,2262.999136,394.4084209,3594.935771,614.2426227,517.2569455,3594.935771,937.5282136,950.4596373,497.85981,1092.705297,504.3255218,504.3255218,517.2569455,549.5855045,459.0655391,394.4084209
SURG,Apply forearm splint,29125,5919.446351,1/15/22,1775.833905,2071.806223,361.0862274,3291.212171,562.3474034,473.5557081,3291.212171,858.3197209,870.1586136,455.7973691,1000.386433,461.7168154,461.7168154,473.5557081,503.1529399,420.2806909,361.0862274
SURG,Application of finger splint,29130,10546.066,1/15/22,3163.8198,3691.1231,643.310026,5863.612696,1001.87627,843.68528,5863.612696,1529.17957,1550.271702,812.047082,1782.285154,822.593148,822.593148,843.68528,896.41561,748.770686,643.310026
SURG,Strapping of shoulder,29240,40369.92,1/15/22,12110.976,14129.472,2462.56512,22445.67552,3835.1424,3229.5936,22445.67552,5853.6384,5934.37824,3108.48384,6822.51648,3148.85376,3148.85376,3229.5936,3431.4432,2866.26432,2462.56512
SURG,Application of hip cast,29305,12508.42,1/15/22,3752.526,4377.947,763.01362,6954.68152,1188.2999,1000.6736,6954.68152,1813.7209,1838.73774,963.14834,2113.92298,975.65676,975.65676,1000.6736,1063.2157,888.09782,763.01362
SURG,Apply rigid leg cast,29445,4765.53,1/15/22,1429.659,1667.9355,290.69733,2649.63468,452.72535,381.2424,2649.63468,691.00185,700.53291,366.94581,805.37457,371.71134,371.71134,381.2424,405.07005,338.35263,290.69733
SURG,Application long leg splint,29505,12028.96857,1/15/22,3608.690571,4210.139,733.7670829,6688.106526,1142.752014,962.3174857,6688.106526,1744.200443,1768.25838,926.23058,2032.895689,938.2595486,938.2595486,962.3174857,1022.462329,854.0567686,733.7670829
SURG,Application lower leg splint,29515,7343.779032,1/15/22,2203.13371,2570.322661,447.970521,4083.141142,697.6590081,587.5023226,4083.141142,1064.84796,1079.535518,565.4709855,1241.098656,572.8147645,572.8147645,587.5023226,624.2212177,521.4083113,447.970521
SURG,Application of paste boot,29580,8755.707778,1/15/22,2626.712333,3064.497722,534.0981744,4868.173524,831.7922389,700.4566222,4868.173524,1269.577628,1287.089043,674.1894989,1479.714614,682.9452067,682.9452067,700.4566222,744.2351611,621.6552522,534.0981744
SURG,Apply multlay comprs lwr leg,29581,10538.77118,1/15/22,3161.631353,3688.569912,642.8650418,5859.556774,1001.183262,843.1016941,5859.556774,1528.121821,1549.199363,811.4853806,1781.052329,822.0241518,822.0241518,843.1016941,895.79555,748.2527535,642.8650418
SURG,Sho arthrs dx +- synovial bx,29805,91650.06,1/15/22,27495.018,32077.521,5590.65366,50957.43336,8706.7557,7332.0048,50957.43336,13289.2587,13472.55882,7057.05462,15488.86014,7148.70468,7148.70468,7332.0048,7790.2551,6507.15426,5590.65366
SURG,Sho arthrs srg capsulorraphy,29806,83070.806,1/15/22,24921.2418,29074.7821,5067.319166,46187.36814,7891.72657,6645.66448,46187.36814,12045.26687,12211.40848,6396.452062,14038.96621,6479.522868,6479.522868,6645.66448,7061.01851,5898.027226,5067.319166
SURG,Sho arthrs srg rpr slap les,29807,75621.75188,1/15/22,22686.52556,26467.61316,4612.926864,42045.69404,7184.066428,6049.74015,42045.69404,10965.15402,11116.39753,5822.874894,12780.07607,5898.496646,5898.496646,6049.74015,6427.848909,5369.144383,4612.926864
SURG,Sho arthrs srg rmvl loose/fb,29819,68246.43667,1/15/22,20473.931,23886.25283,4163.032637,37945.01879,6483.411483,5459.714933,37945.01879,9895.733317,10032.22619,5254.975623,11533.6478,5323.22206,5323.22206,5459.714933,5800.947117,4845.497003,4163.032637
SURG,Sho arthrs srg lmtd dbrdmt,29822,55144.7408,1/15/22,16543.42224,19300.65928,3363.829189,30660.47588,5238.750376,4411.579264,30660.47588,7995.987416,8106.276898,4246.145042,9319.461195,4301.289782,4301.289782,4411.579264,4687.302968,3915.276597,3363.829189
SURG,Sho arthrs srg xtnsv dbrdmt,29823,59119.23824,1/15/22,17735.77147,20691.73338,3606.273532,32870.29646,5616.327632,4729.539059,32870.29646,8572.289544,8690.528021,4552.181344,9991.151262,4611.300582,4611.300582,4729.539059,5025.13525,4197.465915,3606.273532
SURG,Sho arthrs srg dstl claviclc,29824,59062.06954,1/15/22,17718.62086,20671.72434,3602.786242,32838.51066,5610.896606,4724.965563,32838.51066,8564.000083,8682.124223,4547.779355,9981.489752,4606.841424,4606.841424,4724.965563,5020.275911,4193.406937,3602.786242
SURG,Sho arthrs srg lss&rescj ads,29825,44977.3925,1/15/22,13493.21775,15742.08738,2743.620943,25007.43023,4272.852288,3598.1914,25007.43023,6521.721913,6611.676698,3463.259223,7601.179333,3508.236615,3508.236615,3598.1914,3823.078363,3193.394868,2743.620943
SURG,Sho arthrs srg decompression,29826,65005.1292,1/15/22,19501.53876,22751.79522,3965.312881,36142.85184,6175.487274,5200.410336,36142.85184,9425.743734,9555.753993,5005.394949,10985.86684,5070.400078,5070.400078,5200.410336,5525.435982,4615.364173,3965.312881
SURG,Sho arthrs srg rt8tr cuf rpr,29827,71413.21304,1/15/22,21423.96391,24994.62456,4356.205995,39705.74645,6784.255239,5713.057043,39705.74645,10354.91589,10497.74232,5498.817404,12068.833,5570.230617,5570.230617,5713.057043,6070.123108,5070.338126,4356.205995
SURG,Sho arthrs srg bicp tenodsis,29828,66297.37018,1/15/22,19889.21105,23204.07956,4044.139581,36861.33782,6298.250167,5303.789614,36861.33782,9613.118675,9745.713416,5104.897504,11204.25556,5171.194874,5171.194874,5303.789614,5635.276465,4707.113282,4044.139581
SURG,Elbow arthroscopy/surgery,29834,34239.28667,1/15/22,10271.786,11983.75033,2088.596487,19037.04339,3252.732233,2739.142933,19037.04339,4964.696567,5033.17514,2636.425073,5786.439447,2670.66436,2670.66436,2739.142933,2910.339367,2430.989353,2088.596487
SURG,Elbow arthroscopy/surgery,29835,29522.79,1/15/22,8856.837,10332.9765,1800.89019,16414.67124,2804.66505,2361.8232,16414.67124,4280.80455,4339.85013,2273.25483,4989.35151,2302.77762,2302.77762,2361.8232,2509.43715,2096.11809,1800.89019
SURG,Elbow arthroscopy/surgery,29838,39211.865,1/15/22,11763.5595,13724.15275,2391.923765,21801.79694,3725.127175,3136.9492,21801.79694,5685.720425,5764.144155,3019.313605,6626.805185,3058.52547,3058.52547,3136.9492,3333.008525,2784.042415,2391.923765
SURG,Wrist arthroscopy/surgery,29846,64795.6225,1/15/22,19438.68675,22678.46788,3952.532973,36026.36611,6155.584138,5183.6498,36026.36611,9395.365263,9524.956508,4989.262933,10950.4602,5054.058555,5054.058555,5183.6498,5507.627913,4600.489198,3952.532973
SURG,Hip arthr0 w/debridement,29862,183998,1/15/22,55199.4,64399.3,11223.878,102302.888,17479.81,14719.84,102302.888,26679.71,27047.706,14167.846,31095.662,14351.844,14351.844,14719.84,15639.83,13063.858,11223.878
SURG,Hip arthr0 w/synovectomy,29863,74252.915,1/15/22,22275.8745,25988.52025,4529.427815,41284.62074,7054.026925,5940.2332,41284.62074,10766.67268,10915.17851,5717.474455,12548.74264,5791.72737,5791.72737,5940.2332,6311.497775,5271.956965,4529.427815
SURG,Autgrft implnt knee w/scope,29866,89850.25,1/15/22,26955.075,31447.5875,5480.86525,49956.739,8535.77375,7188.02,49956.739,13028.28625,13207.98675,6918.46925,15184.69225,7008.3195,7008.3195,7188.02,7637.27125,6379.36775,5480.86525
SURG,Allgrft implnt knee w/scope,29867,62285.25,1/15/22,18685.575,21799.8375,3799.40025,34630.599,5917.09875,4982.82,34630.599,9031.36125,9155.93175,4795.96425,10526.20725,4858.2495,4858.2495,4982.82,5294.24625,4422.25275,3799.40025
SURG,Knee arthroscopy/surgery,29873,82638.16,1/15/22,24791.448,28923.356,5040.92776,45946.81696,7850.6252,6611.0528,45946.81696,11982.5332,12147.80952,6363.13832,13965.84904,6445.77648,6445.77648,6611.0528,7024.2436,5867.30936,5040.92776
SURG,Knee arthroscopy/surgery,29874,52522.665,1/15/22,15756.7995,18382.93275,3203.882565,29202.60174,4989.653175,4201.8132,29202.60174,7615.786425,7720.831755,4044.245205,8876.330385,4096.76787,4096.76787,4201.8132,4464.426525,3729.109215,3203.882565
SURG,Knee arthroscopy/surgery,29875,36451.8775,1/15/22,10935.56325,12758.15713,2223.564528,20267.24389,3462.928363,2916.1502,20267.24389,5285.522238,5358.425993,2806.794568,6160.367298,2843.246445,2843.246445,2916.1502,3098.409588,2588.083303,2223.564528
SURG,Knee arthroscopy/surgery,29876,34854.69769,1/15/22,10456.40931,12199.14419,2126.136559,19379.21192,3311.196281,2788.375815,19379.21192,5053.931165,5123.640561,2683.811722,5890.44391,2718.66642,2718.66642,2788.375815,2962.649304,2474.683536,2126.136559
SURG,Knee arthroscopy/surgery,29877,59110.8875,1/15/22,17733.26625,20688.81063,3605.764138,32865.65345,5615.534313,4728.871,32865.65345,8571.078688,8689.300463,4551.538338,9989.739988,4610.649225,4610.649225,4728.871,5024.425438,4196.873013,3605.764138
SURG,Knee arthroscopy/surgery,29879,36347.89083,1/15/22,10904.36725,12721.76179,2217.221341,20209.4273,3453.049629,2907.831267,20209.4273,5270.444171,5343.139953,2798.787594,6142.793551,2835.135485,2835.135485,2907.831267,3089.570721,2580.700249,2217.221341
SURG,Knee arthroscopy/surgery,29880,41699.51267,1/15/22,12509.8538,14594.82943,2543.670273,23184.92904,3961.453703,3335.961013,23184.92904,6046.429337,6129.828362,3210.862475,7047.217641,3252.561988,3252.561988,3335.961013,3544.458577,2960.665399,2543.670273
SURG,Knee arthroscopy/surgery,29881,37375.89614,1/15/22,11212.76884,13081.56365,2279.929665,20780.99825,3550.710133,2990.071691,20780.99825,5419.50494,5494.256733,2877.944003,6316.526448,2915.319899,2915.319899,2990.071691,3176.951172,2653.688626,2279.929665
SURG,Knee arthroscopy/surgery,29882,78004.80714,1/15/22,23401.44214,27301.6825,4758.293236,43370.67277,7410.456679,6240.384571,43370.67277,11310.69704,11466.70665,6006.37015,13182.81241,6084.374957,6084.374957,6240.384571,6630.408607,5538.341307,4758.293236
SURG,Knee arthroscopy/surgery,29883,119935.5975,1/15/22,35980.67925,41977.45913,7316.071448,66684.19221,11393.88176,9594.8478,66684.19221,17390.66164,17630.53283,9235.041008,20269.11598,9354.976605,9354.976605,9594.8478,10194.52579,8515.427423,7316.071448
SURG,Knee arthroscopy/surgery,29884,36938.50667,1/15/22,11081.552,12928.47733,2253.248907,20537.80971,3509.158133,2955.080533,20537.80971,5356.083467,5429.96048,2844.265013,6242.607627,2881.20352,2881.20352,2955.080533,3139.773067,2622.633973,2253.248907
SURG,Knee arthroscopy/surgery,29888,90384.10552,1/15/22,27115.23166,31634.43693,5513.430437,50253.56267,8586.490024,7230.728441,50253.56267,13105.6953,13286.46351,6959.576125,15274.91383,7049.96023,7049.96023,7230.728441,7682.648969,6417.271492,5513.430437
SURG,Knee arthroscopy/surgery,29889,135540.9,1/15/22,40662.27,47439.315,8267.9949,75360.7404,12876.3855,10843.272,75360.7404,19653.4305,19924.5123,10436.6493,22906.4121,10572.1902,10572.1902,10843.272,11520.9765,9623.4039,8267.9949
SURG,Ankle arthroscopy/surgery,29892,53968.9,1/15/22,16190.67,18889.115,3292.1029,30006.7084,5127.0455,4317.512,30006.7084,7825.4905,7933.4283,4155.6053,9120.7441,4209.5742,4209.5742,4317.512,4587.3565,3831.7919,3292.1029
SURG,Ankle arthroscopy/surgery,29895,42419.695,1/15/22,12725.9085,14846.89325,2587.601395,23585.35042,4029.871025,3393.5756,23585.35042,6150.855775,6235.695165,3266.316515,7168.928455,3308.73621,3308.73621,3393.5756,3605.674075,3011.798345,2587.601395
SURG,Ankle arthroscopy/surgery,29897,74636.78,1/15/22,22391.034,26122.873,4552.84358,41498.04968,7090.4941,5970.9424,41498.04968,10822.3331,10971.60666,5747.03206,12613.61582,5821.66884,5821.66884,5970.9424,6344.1263,5299.21138,4552.84358
SURG,Hip arthro w/femoroplasty,29914,111267.1275,1/15/22,33380.13825,38943.49463,6787.294778,61864.52289,10570.37711,8901.3702,61864.52289,16133.73349,16356.26774,8567.568818,18804.14455,8678.835945,8678.835945,8901.3702,9457.705838,7899.966053,6787.294778
